gene AvgCodingLen expr reptime hic constraint_score Expression_hub Regulator Genomic_abnormalities_CNV meEthylation
AMER2 2.904 12.7103841 650 34 0.9364625 8 0 0 0.1643121475
AMER3 2.591 13.31715354 203 17 -2.104944185 3 0 0 0.17760397037037
AMFR 2.002 13.11851398 442 -9 2.205388714 0 0 0 0.0109687
AMH 1.708 14.28774358 240 27 1.051042067 1 1 1 0.689976
AMHR2 1.777 14.35330834 191 56 -0.518338989 0 0 0 0.902313
AMICA1 1.86875531914894 13.3050721197872 398.347340425532 27.3994680851064 0.484314353585106 0 0 0 0.459392
AMIGO1 1.487 13.8701493 272 37 3.614728538 7 0 0 0.190719170833333
AMIGO2 1.574 11.91843724 380 -12 1.492139462 0 0 0 0.0531992
AMIGO3 1.52 13.50942957 325.52 22.23 2.002354175 6 0 0 0.203153598225806
AMMECR1 1.032 11.96953986 528.28 34 1.811714975 0 0 0 0
AMMECR1L 0.963 13.28574843 248 39 2.688590548 0 0 0 0.434081
AMN 1.422 13.53863653 286 50 1.958110936 0 0 0 0.600036
AMN1 0.822 12.65692531 228 11 1.008221585 0 0 0 0
AMOT 3.327 10.14317352 857.12 10 0.983231124 0 0 0 0
AMOTL1 2.951 12.71490629 472 -7 0.341214376 0 0 0 0
AMOTL2 2.567 12.62290292 189 21 -0.282868714 0 0 0 0.107889
AMPD1 2.423 13.30576768 472 11 -0.90294457 0 0 0 0.881981
AMPD2 2.772 13.80488733 201 29 3.754423483 0 0 0 0.0269352
AMPD3 2.427 13.56370644 378 27 1.024500453 0 0 0 0.245012
AMPH 2.222 12.02622802 639 7 0.632500245 0 0 1 0.0550305
AMT 1.286 14.27630188 201 32 0.311339974 0 0 0 0.647885
AMTN 0.67 12.4853205 861 27 -0.534398621 7 0 0 0.273822082022472
AMY1A 3.172 12.53424763 537.24 9.8 2.172070854 5 0 0 0.117365523287671
AMY1C 1.586 10.10675487 1029 -14 2.091876943 1 0 0 0.230559836363636
AMY2A 1.586 10.21115606 1015 -20 2.583136366 3 0 0 0.221236746969697
AMY2B 1.586 10.35060631 974 -19 -0.267102214 0 0 0 0.924061
AMZ1 1.527 13.55081558 392 30 -4.121043372 0 0 1 0
AMZ2 1.113 13.54722319 237 11 -0.509626703 0 0 0 0.0136569
AMZ2P1 2.65529069767442 12.820828060814 476.312325581395 17.223488372093 0.345036605348837 0 0 0 0
ANAPC10 0.698 12.11564453 1139 20 0.594452481 0 0 0 0.0205699
ANAPC11 0.694 15.15014156 211 19 0.659019398 0 0 0 0.0104873
ANAPC13 0.235 12.44518403 188 16 -0.523611921 0 0 0 0.171513
ANAPC15 0.658 13.48044753 267 62 1.415219675 7 0 0 0.198722774819277
ANAPC16 0.348 13.54714995 140 40 0.817204672 0 0 0 0
ANAPC2 2.534 14.35900393 202 36 3.513381217 0 0 0 0.598336
ANAPC4 2.57 12.3608517 611 44 2.224426063 0 0 0 0.13088
ANAPC5 2.417 13.77395913 258 39 2.964194539 0 0 0 0.0242101
ANAPC7 1.859 13.77939103 206 50 2.735325021 5 0 0 0.203355214545455
ANG 0.449 13.0240412 383.03 13.65 0.061924768 0 0 0 0.0198733
ANGEL1 2.138 12.6404491 471 39 -0.251080574 0 0 0 0.0167853
ANGEL2 1.692 12.66313034 412 12 0.372483706 0 0 0 0.0300795
ANGPT1 1.542 10.82021819 671 -19 1.252239796 0 0 1 0.0961554
ANGPT2 1.589 12.57244922 520.33 14.44 -1.124315945 0 0 1 0.787629
ANGPT4 1.557 13.62242568 579 36 0.232908181 0 0 0 0.441924
ANGPTL1 1.496 12.62789465 482.76 3.11 -0.677251271 0 0 0 0.674632
ANGPTL2 1.502 13.3565611 303.27 27.11 1.913009103 0 0 0 0.773748
ANGPTL3 1.418 12.42373113 509.98 11.76 -1.529100887 0 0 0 0.81016
ANGPTL4 1.256 13.49666525 204 0 0.210325515 0 0 1 0.0336592
ANGPTL5 1.207 12.9408391 514 -21 -2.110545655 3 0 0 0.216472502380952
ANGPTL6 1.438 14.33154161 272 15 1.379850086 0 0 1 0.619502
ANGPTL7 1.066 12.5863308 514.67 19.73 -0.473837605 0 0 0 0.951895
ANGPTL8 0.617 12.84401857 451.75 16.22 0.119054464 1 0 0 0.1183909596
ANHX 1.18 13.5609695 410.9 18.26 0.90165973 4 0 0 0.232770626
ANK1 6.344 13.2612693 533 36 2.571870078 0 0 1 0.349768
ANK2 12.277 12.37718158 911 14 1.062657698 0 0 0 0.473995
ANK3 13.948 12.27282434 634 -8 1.805566793 0 0 0 0.87873
ANKAR 4.448 12.92026678 452 20 -0.847861882 0 0 0 0
ANKDD1A 1.762 13.46705744 185 57 -0.576537974 0 0 0 0.982297
ANKDD1B 1.657 13.55640949 293.68 35.93 1.720505927 6 0 0 0.168391687671233
ANKEF1 2.376 12.17716378 442 -34 0.123117006 6 0 0 0.166819411363636
ANKFN1 3.573 12.12476497 511 -53 -0.251913357 0 0 0 0
ANKFY1 3.871 13.61245023 357 26 2.507077374 0 0 0 0
ANKH 1.539 13.12887215 410 8 2.840574289 0 0 0 0.0221106
ANKHD1 8.206 12.93658333 447.97 20.76 3.623107729 0 0 0 0.0146121
ANKHD1-EIF4EBP3 8.034 13.44230255 296 30 3.623107729 6 0 0 0.172673554545455
ANKIB1 3.365 13.47074725 452 30 2.434130057 0 0 1 0.0366319
ANKK1 2.338 11.58651044 610 12 -1.195349192 2 0 0 0.212466313292683
ANKLE1 2.218 13.67064431 212 38 0.081938818 0 0 1 0.0270147
ANKLE2 2.943 13.56592677 601 32 -0.810339751 0 0 0 0
ANKMY1 3.445 13.02268889 485 21 -0.694225614 0 0 0 0
ANKMY2 1.376 12.58435496 612 -13 -1.134150071 0 0 1 0.0786533
ANKRA2 0.982 12.90672658 289 42 0.530971611 0 0 0 0.119934
ANKRD1 1.005 11.55074135 510 4 -0.014435268 0 1 0 0
ANKRD10 1.392 13.13512362 402 22 0.919267679 0 0 0 0.0459884
ANKRD11 8.201 14.04958772 322 40 2.761926525 0 0 0 0.0423401
ANKRD12 6.249 12.98154608 391 56 -1.233871721 0 0 0 0.0450067
ANKRD13A 1.848 13.76494226 254 54 0.659570238 0 0 0 0.0408309
ANKRD13B 1.956 13.48606021 383 30 3.751480283 0 0 0 0.0259308
ANKRD13C 1.691 12.59734417 396 -1 2.51638224 0 0 0 0.0948137
ANKRD13D 1.916 14.12978393 177 44 1.545367707 0 0 0 0
ANKRD16 1.121 13.38452147 305 28 0.14275648 0 0 0 0.0211742
ANKRD17 8.041 12.48933999 747 19 5.242217587 0 0 0 0
ANKRD18A 3.391 12.65702656 540.97 13.46 0.225295337 4 0 0 0.174557311688312
ANKRD18B 3.116 12.35753025 525.21 10.47 -1.501797701 6 0 0 0.197192396078431
ANKRD19P 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
ANKRD2 1.386 13.24423582 169 40 0.224499956 0 0 0 0.979357
ANKRD20A1 2.547 12.59503647 550.57 14.77 3.636710451 5 0 0 0.178592290140845
ANKRD20A2 5.094 12.62831996 457.16 20.24 2.17889509 5 0 0 0.1935119836
ANKRD20A4 2.547 12.68502868 481.83 24.82 3.815515696 6 0 0 0.208859956944444
ANKRD22 0.606 12.07496688 289 26 -0.149062812 0 0 0 0
ANKRD23 0.963 13.62022169 392 46 -0.072566891 0 0 0 0.904349
ANKRD24 3.944 14.60155182 244 41 0.933220758 0 0 1 0.369805
ANKRD26 5.766 12.87537017 459 24 -2.045044207 0 0 0 0.0210678
ANKRD27 3.347 12.82035788 455 -38 -0.756666179 0 0 1 0.0128178
ANKRD28 3.433 12.7537055 435 29 0.138559714 0 0 0 0
ANKRD29 1.183 12.71267034 138 67 0.375907931 0 0 0 0.0145813
ANKRD30A 4.588 10.8919501 1067 -43 -3.918596001 0 1 0 0.917292
ANKRD30B 4.393 12.81589903 490.04 10.97 -0.387532958 0 0 0 0
ANKRD30BL 0.807 13.33218623 403.22 21.85 1.028446365 5 0 0 0.216924604081633
ANKRD31 5.923 12.93774723 417.27 25.47 0.343603346 0 0 0 0
ANKRD32 1.85442553191489 13.1407363004255 388.477765957447 26.0097872340426 0.760600421617021 0 0 0 0.0133215
ANKRD33 1.517 13.25464699 438 22 -0.295035521 0 0 0 0.830623
ANKRD33B 1.505 12.68677734 390.6 22.55 0.500963108 5 0 0 0.142347175862069
ANKRD34A 1.496 11.79944064 711.87 -0.66 4.805969547 0 0 0 0.0314578
ANKRD34B 1.55 12.68042306 545 38 -0.426923213 6 0 0 0.16856536
ANKRD34C 1.613 13.35369851 262.54 29.07 1.513990641 4 0 0 0.192702744444444
ANKRD35 3.071 12.98723135 407.5 27.46 0.568921723 0 0 0 0.118266
ANKRD36 6.201 12.75206747 418.27 24.75 0.400459962 6 0 0 0.164847755357143
ANKRD36B 4.277 12.87607913 455 29 0.628165996 6 0 0 0.279064409722222
ANKRD36C 6.875 12.26901585 570.31 9.96 -0.218281784 6 0 0 0.246073482352941
ANKRD37 0.502 12.06340825 422 20 -0.168936744 0 0 0 0.0229611
ANKRD39 0.572 13.62022169 392 46 0.098455231 0 0 0 0.0125801
ANKRD40 1.132 14.2764747 196 18 0.709431938 5 0 0 0.21397338625
ANKRD42 1.862 12.63820565 414 18 -0.212259427 4 0 0 0.234157701960784
ANKRD44 3.22 13.52060647 444 27 0.499685812 0 0 0 0
ANKRD45 0.826 12.97743471 423 4 -0.127149623 0 0 0 0.276873
ANKRD46 0.77 13.95070644 214 67 1.897578966 0 0 1 0.0506959
ANKRD49 0.85 12.73988113 589 -7 0.756612743 70 1 0 0.0246006
ANKRD5 2.19193684210526 12.9975214743684 416.036 23.6993684210526 0.566736593484211 0 0 0 0.0535356
ANKRD50 4.305 10.76663064 616 -24 0.643783987 0 0 0 0
ANKRD52 3.371 14.87263084 171 46 4.466703676 0 0 0 0
ANKRD53 1.755 12.84937548 561 27 1.354611869 0 0 0 0.385207
ANKRD54 0.943 14.14125691 203 66 1.325485516 0 0 0 0.0143363
ANKRD55 1.912 12.42516801 402 45 0.335086771 0 0 0 0
ANKRD6 2.391 12.90902906 609 43 -1.299905739 0 0 0 0
ANKRD60 1.058 13.09025897 336.64 30.62 1.020352673 0 0 0 0
ANKRD61 1.272 13.23857949 314.49 32.66 1.158939068 4 0 0 0.197631849090909
ANKRD62 2.824 12.5986338 485.34 17.56 0.338632365 10 0 0 0.138890881967213
ANKRD63 1.148 12.02306343 627.96 10.15 0.067571573 4 0 0 0.24693313902439
ANKRD65 1.215 13.55031216 264.62 28.94 1.052471017 0 0 0 0
ANKRD66 0.781 13.22053111 365.79 24.21 0.212717203 6 0 0 0.135023830769231
ANKRD7 0.891 11.18839959 922 -13 0.478924035 0 0 1 0.93258
ANKRD9 0.959 14.33021624 191 42 3.636069653 0 0 0 0.407738
ANKS1A 3.583 13.40708658 304 26 2.520480343 0 0 0 0.0425998
ANKS1B 4.229 11.91341823 941 -9 1.941191837 0 0 0 0.900893
ANKS3 2.399 13.48315882 194 35 -2.438720081 0 0 0 0
ANKS4B 1.264 12.90585526 575 41 0.368435337 0 0 0 0
ANKS6 2.749 12.60651181 375 12 -0.673154951 0 0 0 0
ANKUB1 1.719 13.31348312 360.38 30.89 1.108057709 0 0 0 0
ANKZF1 2.246 13.50604221 158 40 -0.56510474 0 0 0 0.0252676
ANLN 3.495 12.71464473 329 21 -0.400657239 0 0 1 0.0278568
ANO1 3.29 13.54578889 286 35 2.183326445 0 0 0 0
ANO10 2.135 11.57333359 518 29 -0.581089534 0 0 0 0.0181473
ANO2 3.182 12.76289597 712 13 -1.433863856 0 0 0 0
ANO3 3.35 9.916403778 970 -20 2.353524813 0 0 0 0.928786
ANO4 3.532 12.41059591 937 -16 2.655242814 0 0 0 0
ANO5 2.852 10.85046267 935 -7 -0.849045879 4 0 0 0.198995836619718
ANO6 3.191 12.65546851 719 1 0.230815548 0 0 0 0.052052
ANO7 3.08 14.10304612 317 35 -0.693021006 0 0 0 0.822604
ANO8 3.789 13.6436398 211 43 5.000641441 0 0 1 0
ANO9 2.464 14.60704772 344 58 0.705657942 0 0 0 0
ANOS1 2.113 9.687009239 872.39 -30 0.818184223 1 0 0 0.23553667972973
ANP32A 0.793 12.98940097 562 32 2.791340841 2 1 0 0.0360408
ANP32B 0.791 13.05332193 269 42 1.232145153 0 0 0 0.0156207
ANP32C 1.88953125 12.7930846526146 426.904166666667 19.4816666666667 0.90497397021875 0 0 0 0.113851
ANP32D 0.401 13.71557088 390 11 -2.07710647 0 0 0 0.910925
ANP32E 0.842 14.00444768 197 39 1.290282822 0 0 0 0.0402881
ANPEP 3.004 13.74781185 212 37 0.921934887 0 0 0 0.92424
ANTXR1 1.864 12.7331741 288 14 1.641302181 0 0 0 0.0451372
ANTXR2 1.702 11.03772435 905 6 -0.238515062 0 0 0 0
ANTXRL 2.003 11.95786523 651.77 0.55 -4.608852794 4 0 0 0.188887001388889
ANXA1 1.101 12.42098239 411 -15 -0.861462357 0 0 0 0.896253
ANXA10 1.035 10.92471471 402 -16 -0.953917077 0 0 0 0
ANXA11 1.588 12.81212754 626 7 -1.069624235 0 0 0 0.0203271
ANXA13 1.134 13.10742637 192 12 -0.16763225 0 0 1 0.835862
ANXA2 1.139 12.9750645 299 14 -0.169600182 0 0 0 0.0556886
ANXA2P1 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
ANXA2P2 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
ANXA2P3 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
ANXA2R 0.587 13.09873235 520 21 0.871766381 9 0 0 0.235430741538462
ANXA3 1.032 12.40336902 351 21 -0.368751073 142 1 0 0
ANXA4 1.085 13.67044085 193 50 0.436031893 0 0 0 0.424793
ANXA5 1.023 12.64830032 440 9 0.147957084 0 0 0 0.0694221
ANXA6 2.147 13.73893184 300 41 -1.008225026 0 0 0 0.246014
ANXA7 1.532 13.65042481 249 45 -1.250528449 0 0 0 0.0234176
ANXA8L1 1.158 13.01653467 397.5 22.46 1.594545511 4 0 0 0.147947593181818
ANXA9 1.098 14.2987259 172 30 -0.924946881 0 0 0 0.764332
AOAH 2.192 12.42053059 600 15 -0.466475604 0 0 1 0.0639734
AOC1 2.333 13.54519678 604 19 0.439259894 5 0 0 0.210547394875
AOC2 2.291 14.30488474 190 28 -2.259314687 0 0 0 0.761735
AOC3 2.312 14.30378316 190 23 2.189049752 0 0 0 0.628204
AOC4 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
AOX1 4.192 13.25700266 160 23 -0.892221769 0 0 0 0.0532992
AP000322.53 0.43 13.18562214 398.21 29.28 0.541754133 5 0 0 0.22913936
AP000322.54 0.761 13.70075081 350.14 31.09 0.877946306 7 0 0 0.194082384181818
AP000349.1 0.762 13.271904 342.24 24.16 0.6539036 4 0 0 0.173299765384615
AP000350.4 0.58 12.4503006 519.03 5.82 -1.644646199 6 0 0 0.2471257625
AP000679.2 0.977 12.79647916 456.34 20.01 0.400053897 4 0 0 0.210892956363636
AP000695.1 0.662 13.15482076 371.31 17.13 -1.155224574 4 0 0 0.190461553333333
AP000708.1 0.601 13.32619163 316.93 22.38 0.834564207 5 0 0 0.140203572307692
AP000721.4 0.51 13.25109993 360.33 30.83 0.67338077 2 0 0 0.113174948076923
AP000783.1 0.418 13.23328867 489.43 13.03 0.270245624 9 0 0 0.159125930508475
AP000867.1 0.443 12.76629289 461.94 22.28 -0.144542034 12 0 0 0.164371746341463
AP000889.3 0.394 12.95582178 441.59 18.22 0.114972256 8 0 0 0.130364279736842
AP000974.1 0.602 13.34963342 344.27 30.25 0.999751387 8 0 0 0.171228009615385
AP001055.1 0.636 12.80778102 440.43 14.15 0.423709239 0 0 0 0.219013776086957
AP001468.1 0.819 13.14285689 339.92 29.07 0.824597753 2 0 0 0.11495271372549
AP001579.1 0.137 13.02906335 428.38 25.8 0.430547278 4 0 0 0.201598972244898
AP001631.10 0.697 13.16483595 336.8 27.99 0.980784444 7 0 0 0.152497134
AP001652.1 0.382 13.44595389 315.9 30.76 0.459715572 7 0 0 0.172876563461538
AP001816.1 0.398 13.34177331 373.76 25.78 0.906868517 5 0 0 0.177778704339623
AP001885.1 0.281 13.00501863 369.88 21.79 0.51472482 4 0 0 0.151330633333333
AP001888.1 0.47 13.50974572 327.58 29.79 0.85766798 6 0 0 0.1904279218
AP002884.2 0.119 12.90544612 419.29 25.64 0.635316245 4 0 0 0.19868482745098
AP003062.1 1.256 12.79841712 450.25 13.3 0.18515658 2 0 0 0.0873264634615385
AP003068.23 0.769 13.33833284 372.44 26.69 0.4688266 5 0 0 0.181051524489796
AP003068.6 0.366 12.7004781 474.86 23.96 0.591633759 7 0 0 0.176264255932203
AP003733.1 0.5 13.0226312 474.92 29.12 0.286548943 7 0 0 0.234596018607595
AP003774.4 0.394 13.40725363 409.19 16.42 0.083053454 7 0 0 0.220084369090909
AP005482.1 0.169 13.12570068 391.57 28.84 0.824180155 5 0 0 0.249253470212766
AP006621.5 0.389 12.45275475 513.35 17.27 0.637291042 12 0 0 0.1906504375
AP1AR 0.959 12.10626336 351 22 0.888648498 0 0 0 0.0177433
AP1B1 3.113 13.65263039 251 36 3.698238651 0 0 0 0.0135106
AP1G1 2.7 13.04049584 379.38 24 2.365539856 0 0 0 0.0163144
AP1G2 2.711 14.03895246 553 35 -0.504532693 0 0 0 0.0838521
AP1M1 1.382 13.60987657 255 26 4.483527526 0 0 1 0.016726
AP1M2 1.338 14.5268964 226 23 -0.072509372 0 0 1 0
AP1S1 0.502 13.85925468 199 39 1.965610566 0 0 1 0.0615549
AP1S2 0.742 12.04779178 455.2 47 2.264577659 0 0 0 0
AP1S3 0.756 12.48220326 197 16 -0.528940842 0 0 0 0.029787
AP2A1 3.054 14.33815526 172 42 5.217996797 0 0 1 0
AP2A2 3.032 14.22714725 246 48 4.063854917 0 0 0 0.0189651
AP2B1 2.961 13.48090458 196 9 4.948922564 0 0 0 0.0245416
AP2M1 1.461 14.19184822 257 45 5.818202691 0 0 0 0.0155053
AP2S1 0.566 14.01235941 186 44 3.59897004 0 0 1 0.468143
AP3B1 3.42 12.47934642 592 40 -0.393582252 0 0 0 0.0211422
AP3B2 3.512 13.14179927 608 16 3.348074232 0 0 0 0.492205
AP3D1 3.808 14.35352675 216 30 1.761365328 0 0 1 0.171322
AP3M1 1.297 13.56310039 227 49 1.074273559 0 0 0 0.0191796
AP3M2 1.301 13.27097302 382 45 1.333139112 0 0 1 0.00958818
AP3S1 0.612 12.84949898 759 6 1.354471456 2 0 0 0.251963118421053
AP3S2 0.672 13.76657448 212 33 -0.994069434 6 0 0 0.26065928313253
AP4B1 2.344 12.72257513 545 13 -0.402862921 0 0 0 0.031352
AP4E1 3.519 12.74588215 355 34 -0.659836783 0 0 0 0
AP4M1 1.458 14.15276677 205 46 -0.53137832 0 0 1 0.0225716
AP4S1 0.745 12.97632206 238 23 -0.143701726 0 0 0 0.161013
AP5B1 2.647 12.72375062 516.7 13.96 -1.235169929 0 0 0 0
AP5M1 1.56 12.02944883 944 19 -0.389890231 6 0 0 0.188814444594595
AP5S1 0.613 13.51505931 241 42 -0.78229606 0 0 0 0
AP5Z1 2.551 13.08004443 523 22 0.484989756 7 0 0 0.252078760294118
APAF1 3.942 13.09850911 461 11 0.855756868 0 0 0 0.0219037
APBA1 2.574 12.25245515 673 -5 3.304468367 0 0 0 0.0348849
APBA2 2.31 11.98983023 927 -21 1.987627386 0 0 0 0.824362
APBA3 1.778 14.5783974 206 34 -1.302764659 0 0 1 0.449231
APBB1 2.3 12.95946084 471 17 1.859230564 4 1 0 0.0175717
APBB1IP 2.132 12.3721166 536 19 2.023338261 0 0 0 0
APBB2 2.35 12.33312371 394 39 1.90014855 0 1 0 0.0238409
APBB3 1.553 13.46789587 319 29 0.645510608 0 0 0 0.31963
APC 8.777 12.42042164 399 28 -1.490311345 0 0 0 0.109608
APC2 6.982 14.67112729 221 38 4.814583416 0 0 1 0.392703
APCDD1 1.57 12.29783107 604 2 0.949942191 0 0 0 0.47726
APCDD1L 1.613 13.84232969 485 24 1.085614763 0 0 0 0.266707
APCS 0.682 13.10790942 646 -4 -0.7183843 0 0 0 0.90561
APEH 2.324 14.25478561 271 48 1.086060595 0 0 0 0.0502436
APELA 0.175 12.4044126 534.33 8.83 -0.554353264 5 0 0 0.14208061641791
APEX1 0.977 13.04871038 395 17 0.074399864 0 0 0 0.0576042
APEX2 1.587 12.41106852 632.01 8 -0.096951774 0 0 1 0
APH1A 0.844 14.00873084 197 38 2.413365181 0 0 0 0
APH1B 0.804 13.01837969 272 49 -0.85842479 0 0 0 0.263627
API5 1.878 12.76390971 924 -23 2.66625328 0 0 0 0.0628111
APIP 0.864 13.38554577 399 1 0.682080828 5 0 0 0.226020849350649
APITD1 2.18120618556701 13.0132468950515 427.182371134021 21.9326804123711 1.58659551491753 38 1 0 0.797715
APLF 1.586 12.33473847 617 22 -1.286119999 0 0 0 0.0365145
APLN 0.496 12.73747413 352.32 46 -0.541311084 0 0 0 0
APLNR 1.148 13.74222348 250 -20 -0.019382058 0 0 0 0.450725
APLP1 2.205 13.87380588 321 47 1.402143955 0 0 1 0.425049
APLP2 2.522 13.3452749 203 15 -0.580483801 0 0 0 0.015924
APMAP 1.296 13.20917207 676 -29 0.358822003 5 0 0 0.212278195505618
APOA1 0.91 12.95127608 323 39 2.014730406 0 0 0 0.911819
APOA1BP 1.81525773195876 12.7479245753918 462.131958762887 18.9921649484536 0.901100955917526 0 0 0 0.118552
APOA2 0.422 13.49897486 234 37 0.309657895 0 0 0 0.905349
APOA4 1.206 12.94643494 326 36 -1.148306923 0 0 0 0.824317
APOA5 1.116 12.94643494 326 36 1.812924162 0 0 0 0.796274
APOB 13.925 12.31116212 698 -11 -4.12432033 0 0 0 0.328596
APOBEC1 0.736 12.3764144 672 14 0.678659454 0 0 0 0.822766
APOBEC2 0.685 11.88793824 611 37 -0.712224917 0 0 0 0.834833
APOBEC3A 0.625 14.16172731 372 44 1.689443207 5 0 0 0.192224162906977
APOBEC3A_B 0.625 13.46270433 325.82 22.5 0.578661145 5 0 0 0.19155746015873
APOBEC3B 1.528 14.16172731 372 44 3.04811388 0 0 0 0
APOBEC3C 0.593 14.14221164 372 71 -0.075499683 0 0 0 0.019253
APOBEC3D 1.218 14.14221164 372 71 0.639929769 0 0 0 0
APOBEC3F 1.297 14.14221164 372 71 1.100602406 0 0 0 0
APOBEC3G 1.217 14.14221164 372 71 0.088564961 0 0 0 0
APOBEC3H 0.642 14.01857711 223 75 0.105363216 7 0 0 0.174203202298851
APOBEC4 1.109 12.54317104 571.99 14.33 -0.35739234 0 0 0 0.649182
APOBR 5.279 12.51318834 492.69 19.08 -1.544579287 0 0 0 0
APOC1 0.412 13.81922266 196 6 -0.032970072 0 0 1 0.0363239
APOC2 0.325 13.81922266 196 6 0.068077637 4 0 0 0.203074053488372
APOC3 0.369 12.95127608 323 39 -0.313465313 0 0 0 0.807903
APOC4 0.403 13.81922266 196 6 -0.700464036 4 0 0 0.194262904705882
APOC4-APOC2 0.562 12.71108018 489.84 17.71 -0.240866497 12 0 0 0.155893105172414
APOD 0.59 13.58528071 315 38 -0.166431698 0 0 0 0.765484
APOE 1.052 13.81922266 196 6 2.017014955 0 0 1 0.447264
APOF 0.991 14.86951104 184 52 -0.38164934 0 0 0 0
APOH 1.078 11.81699994 178 -23 -0.044763385 0 0 0 0.854351
APOL1 1.468 14.02846801 331 42 -0.921041395 0 0 0 0.0680717
APOL2 1.38 14.02846801 331 42 -0.750025646 0 0 0 0
APOL3 1.239 14.02157875 331 13 -0.101857014 0 0 0 0
APOL4 1.367 14.02502891 331 28 -0.640950881 0 0 0 0
APOL5 1.322 13.96528137 376 -43 0.161526443 0 0 0 0
APOL6 1.042 13.75028167 205 -13 -0.001721458 0 0 0 0.209761
APOLD1 0.858 13.55045197 129 35 3.531102879 0 0 0 0.791084
APOM 1.259 14.73867203 193 20 0.326522726 0 0 0 0.939409
APOO 0.637 13.14193264 305.83 41 -1.046430015 0 0 0 0
APOOL 0.852 11.33588991 816.68 -12 -1.259844918 0 0 1 0
APOPT1 0.761 13.67349528 225 39 -0.577140594 0 0 0 0
APP 2.45 13.18015104 793 -13 1.85116822 108 1 0 0.0365073
APPBP2 1.823 12.82854787 242 7 3.273822113 0 0 0 0.021913
APPL1 2.24 12.96454398 389 33 0.14497582 0 0 0 0.0550336
APPL2 1.85014444444444 13.1484826388889 405.259444444444 26.0202222222222 0.842789301566667 0 0 0 0.0126216
APRT 0.621 13.6088959 189 51 -0.128045766 0 0 0 0.0134102
APTX 1.125 13.63299298 286 -5 -0.847463226 0 0 0 0.016189
AQP1 1.506 12.90435164 568 10 1.188778385 0 0 1 0.745561
AQP10 1.024 14.31828143 236 29 2.181145895 0 0 0 0.324668
AQP11 0.831 13.31127815 401 30 1.528311511 0 0 0 0.0372699
AQP12A 1.393 13.89046496 446 25 0.753653349 12 0 0 0.209275106122449
AQP12B 0.939 13.89046496 446 25 0.117816578 9 0 0 0.203815820408163
AQP2 0.836 13.84885926 220 48 1.608117042 0 0 0 0.802946
AQP3 0.909 13.8173858 166 4 1.25969679 0 0 0 0.369048
AQP4 0.997 11.08768103 639 -33 -0.246363103 0 0 0 0.877119
AQP5 0.818 13.84885926 220 48 1.023410394 4 0 0 0.176488168539326
AQP6 0.869 13.84885926 220 48 0.394706691 0 0 0 0
AQP7 1.142 13.79743009 163 21 0.000578957 0 0 0 0.902166
AQP8 0.816 12.15453195 551 12 0.325357724 0 0 0 0
AQP9 0.918 12.39937123 602 4 -2.069105107 0 0 0 0.492559
AQPEP 3.115 12.82682922 763 17 -1.14905806 0 0 0 0
AQR 4.633 13.05779072 288 -5 3.109656058 79 1 0 0
AR 2.883 11.57296639 771.67 -7 1.586383659 0 1 1 0
ARAF 1.909 13.5608944 261.82 38 1.81538954 26 1 1 0
ARAP1 4.545 13.36459558 234 54 1.851916997 0 0 0 0.0322475
ARAP2 5.275 10.24377393 1066 26 -3.076883178 0 0 0 0.0829086
ARAP3 4.795 13.55619953 353 25 1.864405812 0 0 0 0.399368
ARC 1.196 12.61473597 567 26 4.104679664 0 0 1 0.329887
ARCN1 1.815 14.12261283 167 47 2.292414435 0 0 0 0.0189389
AREG 0.784 12.05566246 652.11 10 3.084348599 7 0 0 0.221833476
AREL1 2.562 13.71103743 207 42 1.497601956 7 0 0 0.18337327032967
ARF1 0.566 13.46257291 391 5 4.071918008 0 0 0 0.014191
ARF3 0.566 14.36811497 214 55 3.010543372 0 0 0 0.0544178
ARF4 0.573 13.46322881 422 29 2.278658513 0 0 0 0.0610292
ARF5 0.573 12.92685202 619 -7 2.571643095 0 0 1 0.524168
ARF6 0.533 13.43045378 174 41 3.939862052 0 0 0 0.049197
ARFGAP1 2.09173913043478 12.8279438734891 453.162717391304 15.7078260869565 0.788819246478261 0 0 0 0.0956756
ARFGAP2 1.646 14.0035499 273 24 0.469446638 0 0 0 0.021342
ARFGAP3 1.56 14.06129975 332 62 -0.628296655 0 0 0 0.042406
ARFGEF1 5.978 12.63661403 642 26 4.734401093 0 0 1 0.0496027
ARFGEF2 5.553 13.602837 174 49 2.904204457 0 0 0 0.0110289
ARFGEF3 6.704 12.74032081 545 21 1.613440147 5 0 0 0.215694053012048
ARFIP1 1.162 12.29309861 385 33 0.575567191 0 0 0 0.0196387
ARFIP2 1.237 12.95981621 469 20 1.628134422 0 0 0 0.485051
ARFRP1 0.645 13.93471214 202 36 1.127715287 0 0 0 0.261712
ARG1 1.033 11.90372354 864 7 -0.746295045 0 0 0 0.944391
ARG2 1.105 13.08552303 260 42 0.074906715 0 0 0 0.0243586
